,dem_id,tile,supertile,s3url,fileurl,fireid,UniqueID
55,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,18641,115050
56,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,17548,127337
57,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,17553,128650
58,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,17856,128654
59,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,14211,129569
60,60_37_2_1_2m_v4.1,60_37_2_1,60_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_37/60_37_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_37/60_37_2_1_2m_v4.1.tar.gz,14210,130419
61,62_20_1_1_2m_v4.1,62_20_1_1,62_20,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_20/62_20_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_20/62_20_1_1_2m_v4.1.tar.gz,22411,23517
62,61_42_2_2_2m_v4.1,61_42_2_2,61_42,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_42/61_42_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_42/61_42_2_2_2m_v4.1.tar.gz,16963,115755
63,60_47_1_1_2m_v4.1,60_47_1_1,60_47,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_47/60_47_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_47/60_47_1_1_2m_v4.1.tar.gz,12890,104641
64,62_25_1_2_2m_v4.1,62_25_1_2,62_25,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_25/62_25_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_25/62_25_1_2_2m_v4.1.tar.gz,14483,130299
65,62_25_1_1_2m_v4.1,62_25_1_1,62_25,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_25/62_25_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_25/62_25_1_1_2m_v4.1.tar.gz,14668,130169
66,59_28_1_1_2m_v4.1,59_28_1_1,59_28,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/59_28/59_28_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/59_28/59_28_1_1_2m_v4.1.tar.gz,17473,75850
67,59_28_1_1_2m_v4.1,59_28_1_1,59_28,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/59_28/59_28_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/59_28/59_28_1_1_2m_v4.1.tar.gz,14071,130465
68,59_28_1_1_2m_v4.1,59_28_1_1,59_28,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/59_28/59_28_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/59_28/59_28_1_1_2m_v4.1.tar.gz,13223,142961
69,61_22_2_2_2m_v4.1,61_22_2_2,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_2_2m_v4.1.tar.gz,16497,90625
70,61_22_2_2_2m_v4.1,61_22_2_2,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_2_2m_v4.1.tar.gz,16372,90645
71,61_22_2_2_2m_v4.1,61_22_2_2,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_2_2m_v4.1.tar.gz,16432,90650
72,61_22_1_1_2m_v4.1,61_22_1_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_1_1_2m_v4.1.tar.gz,28624,56789
73,61_22_1_1_2m_v4.1,61_22_1_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_1_1_2m_v4.1.tar.gz,15541,90968
74,61_22_1_1_2m_v4.1,61_22_1_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_1_1_2m_v4.1.tar.gz,13712,130436
75,61_22_1_2_2m_v4.1,61_22_1_2,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_1_2_2m_v4.1.tar.gz,14006,130288
76,61_22_1_2_2m_v4.1,61_22_1_2,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_1_2_2m_v4.1.tar.gz,12016,143065
77,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,16202,76963
78,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,15732,77103
79,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,14160,78504
80,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,15975,116059
81,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,15670,116534
82,61_22_2_1_2m_v4.1,61_22_2_1,61_22,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_22/61_22_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_22/61_22_2_1_2m_v4.1.tar.gz,14196,130207
83,62_39_1_1_2m_v4.1,62_39_1_1,62_39,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_39/62_39_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_39/62_39_1_1_2m_v4.1.tar.gz,14287,130391
84,60_23_2_1_2m_v4.1,60_23_2_1,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_2_1_2m_v4.1.tar.gz,28600,40016
85,60_23_2_1_2m_v4.1,60_23_2_1,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_2_1_2m_v4.1.tar.gz,22467,73947
86,60_23_2_1_2m_v4.1,60_23_2_1,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_2_1_2m_v4.1.tar.gz,14552,129903
87,60_23_2_1_2m_v4.1,60_23_2_1,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_2_1_2m_v4.1.tar.gz,14557,129905
88,60_23_2_2_2m_v4.1,60_23_2_2,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_2_2_2m_v4.1.tar.gz,20001,9091
89,60_23_1_2_2m_v4.1,60_23_1_2,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_1_2_2m_v4.1.tar.gz,14553,129783
90,60_23_1_1_2m_v4.1,60_23_1_1,60_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_23/60_23_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_23/60_23_1_1_2m_v4.1.tar.gz,14992,142431
91,62_32_1_2_2m_v4.1,62_32_1_2,62_32,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_32/62_32_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_32/62_32_1_2_2m_v4.1.tar.gz,16879,10409
92,61_23_2_1_2m_v4.1,61_23_2_1,61_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_23/61_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_23/61_23_2_1_2m_v4.1.tar.gz,17065,76594
93,61_23_2_1_2m_v4.1,61_23_2_1,61_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_23/61_23_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_23/61_23_2_1_2m_v4.1.tar.gz,15174,129889
94,60_26_1_1_2m_v4.1,60_26_1_1,60_26,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_26/60_26_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_26/60_26_1_1_2m_v4.1.tar.gz,35913,150
95,60_26_1_1_2m_v4.1,60_26_1_1,60_26,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_26/60_26_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_26/60_26_1_1_2m_v4.1.tar.gz,10792,153885
96,60_26_1_2_2m_v4.1,60_26_1_2,60_26,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_26/60_26_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_26/60_26_1_2_2m_v4.1.tar.gz,10792,153885
97,61_38_2_2_2m_v4.1,61_38_2_2,61_38,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_38/61_38_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_38/61_38_2_2_2m_v4.1.tar.gz,20922,113158
98,61_38_2_2_2m_v4.1,61_38_2_2,61_38,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_38/61_38_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_38/61_38_2_2_2m_v4.1.tar.gz,18551,127687
99,61_35_2_1_2m_v4.1,61_35_2_1,61_35,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_35/61_35_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_35/61_35_2_1_2m_v4.1.tar.gz,16026,116302
100,61_35_2_1_2m_v4.1,61_35_2_1,61_35,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_35/61_35_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_35/61_35_2_1_2m_v4.1.tar.gz,16091,116307
101,61_35_2_1_2m_v4.1,61_35_2_1,61_35,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_35/61_35_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_35/61_35_2_1_2m_v4.1.tar.gz,14386,130115
102,61_35_2_2_2m_v4.1,61_35_2_2,61_35,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/61_35/61_35_2_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/61_35/61_35_2_2_2m_v4.1.tar.gz,18680,115309
103,62_37_1_2_2m_v4.1,62_37_1_2,62_37,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_37/62_37_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_37/62_37_1_2_2m_v4.1.tar.gz,18536,115044
104,60_25_1_1_2m_v4.1,60_25_1_1,60_25,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_25/60_25_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_25/60_25_1_1_2m_v4.1.tar.gz,16375,115974
105,60_25_1_1_2m_v4.1,60_25_1_1,60_25,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/60_25/60_25_1_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/60_25/60_25_1_1_2m_v4.1.tar.gz,14555,129904
106,62_26_1_2_2m_v4.1,62_26_1_2,62_26,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_26/62_26_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_26/62_26_1_2_2m_v4.1.tar.gz,23633,73264
107,62_26_1_2_2m_v4.1,62_26_1_2,62_26,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_26/62_26_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_26/62_26_1_2_2m_v4.1.tar.gz,21461,87999
108,62_23_1_2_2m_v4.1,62_23_1_2,62_23,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/62_23/62_23_1_2_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/62_23/62_23_1_2_2m_v4.1.tar.gz,19116,114791
109,59_25_2_1_2m_v4.1,59_25_2_1,59_25,https://polargeospatialcenter.github.io/stac-browser/#/external/pgc-opendata-dems.s3.us-west-2.amazonaws.com/arcticdem/mosaics/v4.1/2m/59_25/59_25_2_1_2m_v4.1.json,https://data.pgc.umn.edu/elev/dem/setsm/ArcticDEM/mosaic/v4.1/2m/59_25/59_25_2_1_2m_v4.1.tar.gz,14463,129899
